"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Sep 16 12:33:22 GMT 2024","Mon Sep 16 12:33:22 GMT 2024","201","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"passed","Mon Sep 16 12:33:10 GMT 2024","Mon Sep 16 12:33:15 GMT 2024","5284","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"passed","Mon Sep 16 12:33:17 GMT 2024","Mon Sep 16 12:33:20 GMT 2024","2886","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"passed","Mon Sep 16 12:33:04 GMT 2024","Mon Sep 16 12:33:09 GMT 2024","4060","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon Sep 16 12:33:09 GMT 2024","Mon Sep 16 12:33:14 GMT 2024","5797","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Sep 16 12:33:20 GMT 2024","Mon Sep 16 12:33:29 GMT 2024","9197","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Sep 16 12:33:09 GMT 2024","Mon Sep 16 12:33:15 GMT 2024","5950","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"broken","Mon Sep 16 12:33:21 GMT 2024","Mon Sep 16 12:33:22 GMT 2024","166","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Sep 16 12:33:10 GMT 2024","Mon Sep 16 12:33:18 GMT 2024","7957","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Mon Sep 16 12:33:15 GMT 2024","Mon Sep 16 12:33:17 GMT 2024","2113","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon Sep 16 12:33:21 GMT 2024","Mon Sep 16 12:33:21 GMT 2024","378","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Mon Sep 16 12:33:04 GMT 2024","Mon Sep 16 12:33:09 GMT 2024","4084","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"failed","Mon Sep 16 12:33:22 GMT 2024","Mon Sep 16 12:33:22 GMT 2024","217","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"broken","Mon Sep 16 12:33:04 GMT 2024","Mon Sep 16 12:33:10 GMT 2024","5577","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon Sep 16 12:33:20 GMT 2024","Mon Sep 16 12:33:28 GMT 2024","8098","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"broken","Mon Sep 16 12:33:04 GMT 2024","Mon Sep 16 12:33:10 GMT 2024","5325","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"failed","Mon Sep 16 12:33:22 GMT 2024","Mon Sep 16 12:33:22 GMT 2024","213","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Sep 16 12:33:14 GMT 2024","Mon Sep 16 12:33:20 GMT 2024","5837","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"broken","Mon Sep 16 12:33:22 GMT 2024","Mon Sep 16 12:33:22 GMT 2024","166","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon Sep 16 12:33:21 GMT 2024","Mon Sep 16 12:33:21 GMT 2024","187","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Sep 16 12:33:15 GMT 2024","Mon Sep 16 12:33:24 GMT 2024","9428","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"passed","Mon Sep 16 12:33:18 GMT 2024","Mon Sep 16 12:33:21 GMT 2024","2827","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon Sep 16 12:33:21 GMT 2024","Mon Sep 16 12:33:21 GMT 2024","168","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
