"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 23 12:33:03 GMT 2024","Mon Sep 23 12:33:06 GMT 2024","2323","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon Sep 23 12:33:11 GMT 2024","Mon Sep 23 12:33:11 GMT 2024","233","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Sep 23 12:33:12 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","233","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon Sep 23 12:33:12 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","164","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"broken","Mon Sep 23 12:32:51 GMT 2024","Mon Sep 23 12:33:00 GMT 2024","8480","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"passed","Mon Sep 23 12:33:07 GMT 2024","Mon Sep 23 12:33:10 GMT 2024","3061","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"passed","Mon Sep 23 12:33:06 GMT 2024","Mon Sep 23 12:33:09 GMT 2024","2719","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon Sep 23 12:33:00 GMT 2024","Mon Sep 23 12:33:11 GMT 2024","11133","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"broken","Mon Sep 23 12:32:51 GMT 2024","Mon Sep 23 12:32:57 GMT 2024","5872","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon Sep 23 12:33:11 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","158","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Sep 23 12:33:09 GMT 2024","Mon Sep 23 12:33:19 GMT 2024","10256","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Sep 23 12:33:10 GMT 2024","Mon Sep 23 12:33:18 GMT 2024","8163","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Mon Sep 23 12:33:05 GMT 2024","Mon Sep 23 12:33:08 GMT 2024","2425","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon Sep 23 12:32:57 GMT 2024","Mon Sep 23 12:33:07 GMT 2024","9746","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"failed","Mon Sep 23 12:33:12 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","175","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Sep 23 12:33:11 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","191","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"failed","Mon Sep 23 12:33:12 GMT 2024","Mon Sep 23 12:33:12 GMT 2024","214","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"passed","Mon Sep 23 12:33:08 GMT 2024","Mon Sep 23 12:33:11 GMT 2024","3476","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon Sep 23 12:32:51 GMT 2024","Mon Sep 23 12:32:57 GMT 2024","5867","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon Sep 23 12:33:00 GMT 2024","Mon Sep 23 12:33:05 GMT 2024","5354","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Mon Sep 23 12:32:57 GMT 2024","Mon Sep 23 12:33:03 GMT 2024","6220","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon Sep 23 12:32:51 GMT 2024","Mon Sep 23 12:33:00 GMT 2024","8916","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
