"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 25 13:44:37 GMT 2024","Tue Jun 25 13:44:49 GMT 2024","11891","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"passed","Tue Jun 25 13:44:46 GMT 2024","Tue Jun 25 13:44:46 GMT 2024","234","","","","ApiProjectTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Tue Jun 25 13:42:53 GMT 2024","Tue Jun 25 13:44:13 GMT 2024","79346","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Tue Jun 25 13:44:13 GMT 2024","Tue Jun 25 13:44:37 GMT 2024","24286","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Tue Jun 25 13:44:43 GMT 2024","Tue Jun 25 13:44:44 GMT 2024","523","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Tue Jun 25 13:43:38 GMT 2024","Tue Jun 25 13:44:13 GMT 2024","34693","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Tue Jun 25 13:44:41 GMT 2024","Tue Jun 25 13:44:43 GMT 2024","1791","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Tue Jun 25 13:44:12 GMT 2024","Tue Jun 25 13:44:56 GMT 2024","43495","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Tue Jun 25 13:42:53 GMT 2024","Tue Jun 25 13:43:38 GMT 2024","44863","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"passed","Tue Jun 25 13:44:44 GMT 2024","Tue Jun 25 13:44:45 GMT 2024","506","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Tue Jun 25 13:44:37 GMT 2024","Tue Jun 25 13:44:50 GMT 2024","12935","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
