"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 29 13:42:56 GMT 2024","Sat Jun 29 13:42:57 GMT 2024","706","","","","ApiProjectTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"passed","Sat Jun 29 13:42:38 GMT 2024","Sat Jun 29 13:42:50 GMT 2024","11454","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"passed","Sat Jun 29 13:42:56 GMT 2024","Sat Jun 29 13:42:56 GMT 2024","374","","","","ApiProjectTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"passed","Sat Jun 29 13:42:38 GMT 2024","Sat Jun 29 13:42:49 GMT 2024","11012","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Sat Jun 29 13:42:49 GMT 2024","Sat Jun 29 13:42:54 GMT 2024","4880","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"passed","Sat Jun 29 13:42:49 GMT 2024","Sat Jun 29 13:42:53 GMT 2024","3721","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Sat Jun 29 13:42:50 GMT 2024","Sat Jun 29 13:42:52 GMT 2024","2154","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"passed","Sat Jun 29 13:42:56 GMT 2024","Sat Jun 29 13:42:57 GMT 2024","775","","","","ApiProjectTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updeleted"
"passed","Sat Jun 29 13:42:29 GMT 2024","Sat Jun 29 13:42:49 GMT 2024","19535","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"passed","Sat Jun 29 13:42:56 GMT 2024","Sat Jun 29 13:42:56 GMT 2024","210","","","","ApiProjectTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"passed","Sat Jun 29 13:42:54 GMT 2024","Sat Jun 29 13:42:55 GMT 2024","575","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Sat Jun 29 13:42:29 GMT 2024","Sat Jun 29 13:42:49 GMT 2024","19468","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"passed","Sat Jun 29 13:42:53 GMT 2024","Sat Jun 29 13:42:55 GMT 2024","2181","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"passed","Sat Jun 29 13:42:29 GMT 2024","Sat Jun 29 13:42:38 GMT 2024","8859","","","","LoginTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"passed","Sat Jun 29 13:42:55 GMT 2024","Sat Jun 29 13:42:56 GMT 2024","1003","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Sat Jun 29 13:42:49 GMT 2024","Sat Jun 29 13:42:55 GMT 2024","6029","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"passed","Sat Jun 29 13:42:55 GMT 2024","Sat Jun 29 13:42:56 GMT 2024","673","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Sat Jun 29 13:42:54 GMT 2024","Sat Jun 29 13:43:00 GMT 2024","6258","","","","LoginTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Sat Jun 29 13:42:29 GMT 2024","Sat Jun 29 13:42:38 GMT 2024","8893","","","","LoginTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Sat Jun 29 13:42:55 GMT 2024","Sat Jun 29 13:42:56 GMT 2024","818","","","","ApiProjectTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Sat Jun 29 13:42:52 GMT 2024","Sat Jun 29 13:42:54 GMT 2024","2326","","","","LoginTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
