"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","98","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"failed","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","51","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:32 GMT 2025","11469","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"broken","Mon Mar 24 12:37:32 GMT 2025","Mon Mar 24 12:37:43 GMT 2025","11089","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Mar 24 12:36:47 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","21054","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","142","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"failed","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","81","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"broken","Mon Mar 24 12:37:31 GMT 2025","Mon Mar 24 12:37:42 GMT 2025","11030","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","121","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Mar 24 12:36:47 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","20990","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon Mar 24 12:37:32 GMT 2025","Mon Mar 24 12:37:43 GMT 2025","11032","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"broken","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:32 GMT 2025","11448","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:19 GMT 2025","11394","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Mar 24 12:37:19 GMT 2025","Mon Mar 24 12:37:31 GMT 2025","11260","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","106","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","12160","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","46","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","128","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Mar 24 12:36:47 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","20990","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon Mar 24 12:37:20 GMT 2025","Mon Mar 24 12:37:32 GMT 2025","11400","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon Mar 24 12:36:47 GMT 2025","Mon Mar 24 12:37:08 GMT 2025","20983","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","12116","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"broken","Mon Mar 24 12:37:08 GMT 2025","Mon Mar 24 12:37:20 GMT 2025","12007","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
