"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 19 13:42:45 GMT 2024","Fri Jul 19 13:42:48 GMT 2024","2378","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"passed","Fri Jul 19 13:42:50 GMT 2024","Fri Jul 19 13:42:55 GMT 2024","4757","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"passed","Fri Jul 19 13:42:48 GMT 2024","Fri Jul 19 13:42:48 GMT 2024","532","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Fri Jul 19 13:42:48 GMT 2024","Fri Jul 19 13:42:51 GMT 2024","2779","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Fri Jul 19 13:42:39 GMT 2024","Fri Jul 19 13:42:43 GMT 2024","3914","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Fri Jul 19 13:42:50 GMT 2024","Fri Jul 19 13:42:50 GMT 2024","387","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"passed","Fri Jul 19 13:42:51 GMT 2024","Fri Jul 19 13:42:52 GMT 2024","850","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"passed","Fri Jul 19 13:42:35 GMT 2024","Fri Jul 19 13:42:39 GMT 2024","3823","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Fri Jul 19 13:42:49 GMT 2024","Fri Jul 19 13:42:49 GMT 2024","620","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Fri Jul 19 13:42:35 GMT 2024","Fri Jul 19 13:42:43 GMT 2024","7599","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
