"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 26 12:38:28 GMT 2025","Mon May 26 12:38:28 GMT 2025","74","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon May 26 12:38:27 GMT 2025","Mon May 26 12:38:38 GMT 2025","11342","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon May 26 12:38:27 GMT 2025","Mon May 26 12:38:27 GMT 2025","106","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 26 12:38:15 GMT 2025","Mon May 26 12:38:27 GMT 2025","11521","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"broken","Mon May 26 12:38:04 GMT 2025","Mon May 26 12:38:15 GMT 2025","11910","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon May 26 12:38:26 GMT 2025","Mon May 26 12:38:26 GMT 2025","237","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 26 12:38:15 GMT 2025","Mon May 26 12:38:27 GMT 2025","11600","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon May 26 12:38:16 GMT 2025","Mon May 26 12:38:27 GMT 2025","11582","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"failed","Mon May 26 12:38:28 GMT 2025","Mon May 26 12:38:28 GMT 2025","93","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"failed","Mon May 26 12:38:27 GMT 2025","Mon May 26 12:38:28 GMT 2025","200","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
