"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Apr 07 12:37:18 GMT 2025","Mon Apr 07 12:37:39 GMT 2025","20511","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon Apr 07 12:37:18 GMT 2025","Mon Apr 07 12:37:39 GMT 2025","20566","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon Apr 07 12:37:52 GMT 2025","Mon Apr 07 12:38:04 GMT 2025","11600","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon Apr 07 12:37:39 GMT 2025","Mon Apr 07 12:37:51 GMT 2025","11869","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Apr 07 12:38:02 GMT 2025","Mon Apr 07 12:38:14 GMT 2025","11611","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Apr 07 12:37:51 GMT 2025","Mon Apr 07 12:37:51 GMT 2025","364","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Apr 07 12:37:39 GMT 2025","Mon Apr 07 12:37:51 GMT 2025","12293","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"broken","Mon Apr 07 12:37:51 GMT 2025","Mon Apr 07 12:38:02 GMT 2025","11698","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"broken","Mon Apr 07 12:38:02 GMT 2025","Mon Apr 07 12:38:14 GMT 2025","11576","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"failed","Mon Apr 07 12:37:52 GMT 2025","Mon Apr 07 12:37:52 GMT 2025","328","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"broken","Mon Apr 07 12:37:39 GMT 2025","Mon Apr 07 12:37:51 GMT 2025","11978","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
