"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon May 05 12:37:44 GMT 2025","Mon May 05 12:37:56 GMT 2025","11908","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"broken","Mon May 05 12:37:55 GMT 2025","Mon May 05 12:38:06 GMT 2025","11162","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:37:56 GMT 2025","153","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:38:07 GMT 2025","11347","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon May 05 12:38:08 GMT 2025","Mon May 05 12:38:08 GMT 2025","124","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon May 05 12:37:44 GMT 2025","Mon May 05 12:37:56 GMT 2025","11670","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:38:08 GMT 2025","11425","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"broken","Mon May 05 12:37:30 GMT 2025","Mon May 05 12:37:44 GMT 2025","13954","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"failed","Mon May 05 12:38:08 GMT 2025","Mon May 05 12:38:08 GMT 2025","101","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:38:07 GMT 2025","11268","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon May 05 12:38:07 GMT 2025","Mon May 05 12:38:19 GMT 2025","11012","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"broken","Mon May 05 12:37:30 GMT 2025","Mon May 05 12:37:44 GMT 2025","14015","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:37:56 GMT 2025","166","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 05 12:37:44 GMT 2025","Mon May 05 12:37:55 GMT 2025","11369","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon May 05 12:38:08 GMT 2025","Mon May 05 12:38:08 GMT 2025","90","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:37:56 GMT 2025","172","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 05 12:37:30 GMT 2025","Mon May 05 12:37:44 GMT 2025","14015","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"broken","Mon May 05 12:37:56 GMT 2025","Mon May 05 12:37:56 GMT 2025","95","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon May 05 12:37:30 GMT 2025","Mon May 05 12:37:44 GMT 2025","13795","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
