"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 24 13:43:12 GMT 2024","Wed Jul 24 13:43:13 GMT 2024","691","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Wed Jul 24 13:43:14 GMT 2024","Wed Jul 24 13:43:17 GMT 2024","2832","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"passed","Wed Jul 24 13:43:14 GMT 2024","Wed Jul 24 13:43:16 GMT 2024","2647","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"passed","Wed Jul 24 13:43:05 GMT 2024","Wed Jul 24 13:43:11 GMT 2024","5535","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Wed Jul 24 13:43:03 GMT 2024","Wed Jul 24 13:43:06 GMT 2024","2676","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"passed","Wed Jul 24 13:43:13 GMT 2024","Wed Jul 24 13:43:13 GMT 2024","423","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"passed","Wed Jul 24 13:43:06 GMT 2024","Wed Jul 24 13:43:10 GMT 2024","3733","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"passed","Wed Jul 24 13:43:16 GMT 2024","Wed Jul 24 13:43:19 GMT 2024","2772","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Wed Jul 24 13:42:35 GMT 2024","Wed Jul 24 13:43:06 GMT 2024","31499","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"passed","Wed Jul 24 13:43:11 GMT 2024","Wed Jul 24 13:43:12 GMT 2024","608","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
