"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:27 GMT 2025","11059","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon Jun 16 12:41:26 GMT 2025","Mon Jun 16 12:41:37 GMT 2025","10897","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon Jun 16 12:41:15 GMT 2025","Mon Jun 16 12:41:26 GMT 2025","11150","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon Jun 16 12:41:04 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","11707","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","44","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Jun 16 12:40:42 GMT 2025","Mon Jun 16 12:41:04 GMT 2025","22413","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","338","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Jun 16 12:41:17 GMT 2025","Mon Jun 16 12:41:28 GMT 2025","11153","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"broken","Mon Jun 16 12:41:04 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","11921","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"failed","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:17 GMT 2025","201","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Jun 16 12:41:17 GMT 2025","Mon Jun 16 12:41:28 GMT 2025","11088","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"broken","Mon Jun 16 12:40:42 GMT 2025","Mon Jun 16 12:41:04 GMT 2025","22409","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon Jun 16 12:41:04 GMT 2025","Mon Jun 16 12:41:15 GMT 2025","11188","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"broken","Mon Jun 16 12:40:42 GMT 2025","Mon Jun 16 12:41:04 GMT 2025","22414","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"failed","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:17 GMT 2025","211","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"broken","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","55","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Jun 16 12:41:27 GMT 2025","Mon Jun 16 12:41:38 GMT 2025","11005","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Jun 16 12:41:04 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","12050","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"broken","Mon Jun 16 12:41:16 GMT 2025","Mon Jun 16 12:41:16 GMT 2025","235","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Jun 16 12:41:17 GMT 2025","Mon Jun 16 12:41:17 GMT 2025","46","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon Jun 16 12:41:28 GMT 2025","Mon Jun 16 12:41:39 GMT 2025","10847","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"broken","Mon Jun 16 12:41:17 GMT 2025","Mon Jun 16 12:41:17 GMT 2025","52","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"broken","Mon Jun 16 12:40:42 GMT 2025","Mon Jun 16 12:41:04 GMT 2025","22430","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
