"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Jan 20 12:33:15 GMT 2025","Mon Jan 20 12:33:19 GMT 2025","4099","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"passed","Mon Jan 20 12:33:18 GMT 2025","Mon Jan 20 12:33:21 GMT 2025","2861","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"failed","Mon Jan 20 12:33:23 GMT 2025","Mon Jan 20 12:33:23 GMT 2025","226","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"broken","Mon Jan 20 12:33:21 GMT 2025","Mon Jan 20 12:33:29 GMT 2025","8178","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Mon Jan 20 12:33:19 GMT 2025","Mon Jan 20 12:33:22 GMT 2025","2858","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"passed","Mon Jan 20 12:32:54 GMT 2025","Mon Jan 20 12:33:06 GMT 2025","11890","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"failed","Mon Jan 20 12:33:23 GMT 2025","Mon Jan 20 12:33:24 GMT 2025","188","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Jan 20 12:33:22 GMT 2025","Mon Jan 20 12:33:22 GMT 2025","217","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Jan 20 12:33:20 GMT 2025","Mon Jan 20 12:33:29 GMT 2025","9833","","","","AuthenticationTests","Logout","Logout","Check logout"
"broken","Mon Jan 20 12:32:54 GMT 2025","Mon Jan 20 12:33:11 GMT 2025","16509","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Mon Jan 20 12:33:06 GMT 2025","Mon Jan 20 12:33:13 GMT 2025","6663","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon Jan 20 12:32:54 GMT 2025","Mon Jan 20 12:33:11 GMT 2025","16982","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Jan 20 12:33:13 GMT 2025","Mon Jan 20 12:33:17 GMT 2025","3710","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
