"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 18 13:42:46 GMT 2024","Thu Jul 18 13:42:52 GMT 2024","6209","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"passed","Thu Jul 18 13:42:57 GMT 2024","Thu Jul 18 13:43:00 GMT 2024","2596","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"passed","Thu Jul 18 13:43:00 GMT 2024","Thu Jul 18 13:43:01 GMT 2024","293","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"passed","Thu Jul 18 13:42:50 GMT 2024","Thu Jul 18 13:42:55 GMT 2024","4825","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"passed","Thu Jul 18 13:42:57 GMT 2024","Thu Jul 18 13:43:00 GMT 2024","2846","","","","AuthenticationTests","Logout","Logout","Check logout"
"passed","Thu Jul 18 13:42:53 GMT 2024","Thu Jul 18 13:42:56 GMT 2024","2322","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
"passed","Thu Jul 18 13:42:37 GMT 2024","Thu Jul 18 13:42:50 GMT 2024","12993","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"passed","Thu Jul 18 13:42:37 GMT 2024","Thu Jul 18 13:42:50 GMT 2024","13501","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"passed","Thu Jul 18 13:42:46 GMT 2024","Thu Jul 18 13:42:51 GMT 2024","5566","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"passed","Thu Jul 18 13:42:59 GMT 2024","Thu Jul 18 13:43:00 GMT 2024","990","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
