"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 12:35:08 GMT 2024","Mon Oct 28 12:35:12 GMT 2024","4006","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""' OR '1'='1"",""' OR '1'='1"")","Check the error messages if username or password are incorrect"
"broken","Mon Oct 28 12:35:06 GMT 2024","Mon Oct 28 12:35:07 GMT 2024","381","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = null, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"passed","Mon Oct 28 12:34:59 GMT 2024","Mon Oct 28 12:35:05 GMT 2024","6138","","","","ProjectTests","CheckMessageInProjectDelConformationWindow","CheckMessageInProjectDelConformationWindow","Verifying the message text in the project deletion confirmation window"
"broken","Mon Oct 28 12:35:06 GMT 2024","Mon Oct 28 12:35:06 GMT 2024","394","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Empty Announcement, Checkboxes = false, Announcement: , IsShowAnnouncement: False, ProjectTypeByValue: 2,IsEnableTestCase: False)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Oct 28 12:34:58 GMT 2024","Mon Oct 28 12:35:06 GMT 2024","7933","","","","ProjectTests","CheckExistenceProjectAfterRefusalDeleteIt","CheckExistenceProjectAfterRefusalDeleteIt","Verifying if the project is in the list if you refused to delete it"
"broken","Mon Oct 28 12:35:06 GMT 2024","Mon Oct 28 12:35:06 GMT 2024","305","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project Full, Announcement: This is a full test project announcement., IsShowAnnouncement: True, ProjectTypeByValue: 1,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"broken","Mon Oct 28 12:34:39 GMT 2024","Mon Oct 28 12:34:58 GMT 2024","18529","","","","MilestoneTests","DeleteAddedMilestone","DeleteAddedMilestone","Verifying an added milestone has been deleted"
"broken","Mon Oct 28 12:35:05 GMT 2024","Mon Oct 28 12:35:16 GMT 2024","11128","","","","ProjectTests","UpdateAddedProject","UpdateAddedProject","Verifying an added project has been updated"
"passed","Mon Oct 28 12:34:56 GMT 2024","Mon Oct 28 12:34:59 GMT 2024","3382","","","","AuthenticationTests","LoginWithShortPassword","LoginWithShortPassword","Check the error message if password is less than 5 characters"
"broken","Mon Oct 28 12:34:58 GMT 2024","Mon Oct 28 12:35:08 GMT 2024","10054","","","","ProjectTests","CheckMessageAddingProjectWithEmptyName","CheckMessageAddingProjectWithEmptyName","Verifying the error message when trying to create a project with an empty name"
"failed","Mon Oct 28 12:35:12 GMT 2024","Mon Oct 28 12:35:12 GMT 2024","394","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :name is a required field.\""}"")","Verifying a response with invalid data"
"passed","Mon Oct 28 12:35:08 GMT 2024","Mon Oct 28 12:35:12 GMT 2024","3570","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""<script>alert(1)</script>"",""<script>alert(1)</script>"")","Check the error messages if username or password are incorrect"
"broken","Mon Oct 28 12:34:39 GMT 2024","Mon Oct 28 12:35:00 GMT 2024","21061","","","","ProjectTests","AddProject","AddProject","Verifying for adding a project with model data"
"broken","Mon Oct 28 12:35:12 GMT 2024","Mon Oct 28 12:35:13 GMT 2024","294","","","","ProjectApiTests","DeleteAddedProjectAPI","DeleteAddedProjectAPI","Verifying an added project has been deleted"
"broken","Mon Oct 28 12:35:07 GMT 2024","Mon Oct 28 12:35:07 GMT 2024","396","","","","ProjectApiTests","AddProjectAPI","AddProjectAPI(Id: , Name: EAntonova Project with a Very Long Name to Test Boundary Conditions in the System, Announcement: This is a very long announcement text that is used to test the boundary conditions for the announcement field in the system. Ensuring that the system can handle long text inputs gracefully without any issues, this announcement is intentionally made verbose. Here is some more text to make it even longer. Testing the system ability to manage large strings is critical. If the system can handle this length without crashing, it can be considered robust. Add even more text to ensure we reach a significant length., IsShowAnnouncement: True, ProjectTypeByValue: 3,IsEnableTestCase: True)","Verifying the addition of a project with test data from the .json file"
"passed","Mon Oct 28 12:34:39 GMT 2024","Mon Oct 28 12:34:56 GMT 2024","16506","","","","AuthenticationTests","LoginWithoutUserNameAndPassword","LoginWithoutUserNameAndPassword","Check the error messages if username and password are not entered"
"broken","Mon Oct 28 12:34:39 GMT 2024","Mon Oct 28 12:34:58 GMT 2024","18507","","","","MilestoneTests","AddMilestone","AddMilestone","Verifying for adding a milestone with model data"
"broken","Mon Oct 28 12:35:11 GMT 2024","Mon Oct 28 12:35:22 GMT 2024","10907","","","","AuthenticationTests","Logout","Logout","Check logout"
"failed","Mon Oct 28 12:35:12 GMT 2024","Mon Oct 28 12:35:12 GMT 2024","285","","","","ProjectApiTests","AddProjectNegativeAPI","AddProjectNegativeAPI(System.Collections.Generic.Dictionary`2[System.String,System.Object],""{\""error\"":\""Field :suite_mode is not a supported enum value (\\\""4\\\"").\""}"")","Verifying a response with invalid data"
"broken","Mon Oct 28 12:35:00 GMT 2024","Mon Oct 28 12:35:08 GMT 2024","7881","","","","ProjectTests","DeleteAddedProject","DeleteAddedProject","Verifying an added project has been deleted"
"broken","Mon Oct 28 12:35:12 GMT 2024","Mon Oct 28 12:35:21 GMT 2024","9031","","","","AuthenticationTests","PositiveLogin","PositiveLogin","Check login with the correct username and password"
"broken","Mon Oct 28 12:35:13 GMT 2024","Mon Oct 28 12:35:13 GMT 2024","313","","","","ProjectApiTests","UpdateAddedProjectAPI","UpdateAddedProjectAPI","Verifying an added project has been updated"
"passed","Mon Oct 28 12:35:07 GMT 2024","Mon Oct 28 12:35:11 GMT 2024","3856","","","","AuthenticationTests","LoginWithWrongUserNameOrPassword","LoginWithWrongUserNameOrPassword(""UserName"",""Password"")","Check the error messages if username or password are incorrect"
